x,cv,s
111.1,1.5832583258,1.759
111.2,1.5521582734,1.726
111.3,1.521114106,1.693
111.4,1.4910233393,1.661
111.5,1.4600896861,1.628
111.6,1.4301075269,1.596
111.7,1.3992837959,1.563
111.8,1.3694096601,1.531
111.9,1.3386952636,1.498
112,1.3080357143,1.465
112.1,1.278322926,1.433
112.2,1.247771836,1.4
112.3,1.2181656278,1.368
112.4,1.1877224199,1.335
112.5,1.1582222222,1.303
112.6,1.1278863233,1.27
112.7,1.0976042591,1.237
112.8,1.0682624113,1.205
112.9,1.0380868025,1.172
113,1.0088495575,1.14
113.1,0.9787798408,1.107
113.2,0.9487632509,1.074
113.3,0.9196822595,1.042
113.4,0.8897707231,1.009
113.5,0.8607929515,0.977
113.6,0.8309859155,0.944
113.7,0.8021108179,0.912
113.8,0.7724077329,0.879
113.9,0.7427568042,0.846
114,0.7140350877,0.814
114.1,0.6844872918,0.781
114.2,0.6558669002,0.749
114.3,0.6264216973,0.716
114.4,0.597027972,0.683
114.5,0.568558952,0.651
114.6,0.5392670157,0.618
114.7,0.5108979948,0.586
114.8,0.4817073171,0.553
114.9,0.45256745,0.52
